50	10	SpeedLimitPlacer	Road24	0.04506564140319824
50	10	LaneMarkingReplacer	Road24_Lane0___Road24_Lane1 boundary_marking	0.04233956336975098
50	10	SpeedLimitPlacer	Road24	0.040033578872680664
50	10	LaneMarkingReplacer	Road24_Lane0___Road24_Lane1 boundary_marking	0.0427553653717041
50	10	SpeedLimitPlacer	Road24	0.03743410110473633
50	10	LaneMarkingReplacer	Road24_Lane0___Road24_Lane1 boundary_marking	0.03797173500061035
50	10	SpeedLimitPlacer	Road24	0.03705143928527832
50	10	LaneMarkingReplacer	Road24_Lane0___Road24_Lane1 boundary_marking	0.042855262756347656
50	10	SpeedLimitPlacer	Road24	0.04803729057312012
50	10	LaneMarkingReplacer	Road24_Lane0___Road24_Lane1 boundary_marking	0.04173088073730469
